station_origin,station_destination,flows,population,jobs,distance
Dalston Junction,Canonbury,6,3912,846,1363.8496050787385
Dalston Junction,Clapham High Street,32,3912,1296,15402.362374353745
Dalston Junction,Clapham Junction,69,3912,4969,17170.822959972396
Dalston Junction,Crystal Palace,15,3912,499,17000.052945014984
Dalston Junction,Denmark Hill,112,3912,2612,12160.400454928646
Dalston Junction,Finchley Road & Frognal,1,3912,1529,9271.526856820052
Dalston Junction,Forest Hill,21,3912,608,13605.157093788166
Dalston Junction,Gospel Oak,1,3912,2025,6912.47020669602
Dalston Junction,Gunnersbury,3,3912,4775,18834.91453552619
Dalston Junction,Hackney Central,0,3912,2440,3834.7531196987393
Dalston Junction,Haggerston,15,3912,1184,808.0104961106147
Dalston Junction,Hampstead Heath,2,3912,2792,7851.015309267492
Dalston Junction,Harlesden,0,3912,1668,15269.484660401415
Dalston Junction,Harrow & Wealdstone,0,3912,1335,23934.0016126107
Dalston Junction,Highbury & Islington,880,3912,25385,2344.9558380079616
Dalston Junction,Honor Oak Park,10,3912,341,12347.107386077727
Dalston Junction,Hoxton,52,3912,2181,1642.592075234656
Dalston Junction,Imperial Wharf,0,3912,2049,14967.095177902229
Dalston Junction,Kensal Rise,0,3912,1376,12496.066538621231
Dalston Junction,Kensington,1,3912,2252,14048.863271803832
Dalston Junction,Kentish Town West,0,3912,1128,5821.327721006837
Dalston Junction,Kew Gardens,0,3912,792,20615.137013877815
Dalston Junction,New Cross,154,3912,1027,9618.994837025264
Dalston Junction,New Cross Gate,64,3912,1340,9383.764628681914
Dalston Junction,Norwood Junction,18,3912,406,18686.064820332038
Dalston Junction,Peckham Rye,71,3912,1070,10824.813523181605
Dalston Junction,Penge West,7,3912,150,16205.493708245664
Dalston Junction,Queen's Park,0,3912,2167,11662.322403379949
Dalston Junction,Queens Road Peckham,46,3912,747,9694.253226329829
Dalston Junction,Richmond,1,3912,5397,22783.257249616294
Dalston Junction,Rotherhithe,42,3912,321,6317.291247178316
Dalston Junction,Shadwell,455,3912,7447,5007.967810280404
Dalston Junction,Shepherd's Bush,2,3912,9890,13050.146097760062
Dalston Junction,Shoreditch High Street,448,3912,7558,2717.8364069113773
Dalston Junction,South Hampstead,0,3912,236,9621.507802774944
Dalston Junction,Stonebridge Park,0,3912,729,16764.42387563387
Dalston Junction,Stratford,3,3912,55954,7786.593803552824
Dalston Junction,Surrey Quays,5,3912,1005,7302.046098212151
Dalston Junction,Sydenham,17,3912,515,15020.235458194407
Dalston Junction,Wandsworth Road,19,3912,498,16024.31905246393
Dalston Junction,Wapping,35,3912,1066,5866.738419268855
Dalston Junction,West Brompton,0,3912,5859,13389.93048482282
Dalston Junction,West Croydon,69,3912,2048,21621.649479275962
